CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
48.916.699/0001-60,2023-09-30,1,Condominio Faria Lima Plaza - FLP,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-09-30,1,Edificio Box 298,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-09-30,1,Edificio Modulo Reboucas,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-12-31,1,Edificio Leblon,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-12-31,1,Edificio Oscar Freire Office,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-12-31,1,Condominio Faria Lima Plaza - FLP,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-12-31,1,Edificio Oscar Freire Office,Não possui caracteristicas que destoem dos demais,
48.969.543/0001-48,2023-03-31,1,GRAND PLAZA SHOPPING,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
48.969.543/0001-48,2023-06-30,1,GRAND PLAZA SHOPPING,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
48.969.543/0001-48,2023-09-30,1,GRAND PLAZA SHOPPING,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
48.969.543/0001-48,2023-12-31,1,GRAND PLAZA SHOPPING,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
48.978.731/0001-32,2023-09-29,1,.,.,
48.978.731/0001-32,2023-12-29,2,.,.,
48.978.797/0001-22,2023-03-31,1,.,.,
48.978.797/0001-22,2023-06-30,1,.,.,
48.978.797/0001-22,2023-09-29,1,.,.,
48.978.797/0001-22,2023-12-29,2,.,.,
48.978.859/0001-04,2023-03-31,1,Edificio Passeio Corporate,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-03-31,1,CVRD Águas Claras,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-06-30,1,Edificio Passeio Corporate,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-06-30,1,CVRD Aguas Claras - Bloco IV,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-09-30,1,Edificio Passeio Corporate,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-09-30,1,CVRD Aguas Claras - Bloco IV,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-12-31,1,Edificio Passeio Corporate,Não possui caracteristicas que destoem dos demais,
48.978.859/0001-04,2023-12-31,1,CVRD Aguas Claras - Bloco IV,Não possui caracteristicas que destoem dos demais,
48.984.698/0001-53,2023-06-30,1,.,.,
48.984.698/0001-53,2023-09-29,1,.,.,
48.984.698/0001-53,2023-12-29,1,.,.,
49.152.919/0001-90,2023-12-31,1,O PARQUE,,
49.184.940/0001-77,2023-03-31,1,Imovel General Olimpio,Não possui caracteristicas que destoem dos demais,
49.184.940/0001-77,2023-06-30,1,Imovel General Olimpio,Não possui caracteristicas que destoem dos demais,
49.184.940/0001-77,2023-09-30,1,Imovel General Olimpio,Não possui caracteristicas que destoem dos demais,
49.184.940/0001-77,2023-12-31,1,Imovel General Olimpio,Não possui caracteristicas que destoem dos demais,
49.184.940/0001-77,2023-12-31,1,Loja Reboucas,Não possui caracteristicas que destoem dos demais,
49.361.020/0001-87,2023-06-30,1,Não há informação apresentada.,Não há informação apresentada.,
49.489.928/0001-70,2023-03-31,1,TAB A (Mat 5.365),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB B (Mat 5.366),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB VI - A (Mat 5.367),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB VI - B (Mat 5.368),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB VI - C (Mat 5.369),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB - II (Mat 5.376),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,TAB - III (Mat 5.377),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Gleba-V-A-5 (Mat 14.072),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Gleba-V-A-5 (Mat 14.073),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Chapada  (Mat 6.468),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Chapada  (Mat 6.469),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Chapada  (Mat 6.467),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Chapada  (Mat 6.466),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Chapada  (Mat 6.465),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Tabuleiro  I - A (Mat 5.370),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-03-31,1,Fazenda Tabuleiro I - B (Mat 5.371),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB A (Matrícula 5.365),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB B (Matrícula 5.366),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB VI - A (Matrícula 5.367),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB VI - B (Matrícula 5.368),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB VI - C (Matrícula 5.369),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB - II (Matrícula 5.376),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,TAB - III (Matrícula 5.377),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Gleba-V-A-5 (Matrícula 14.072),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Gleba-V-A-5 (Matrícula 14.073),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Chapada  (Matrícula 6.468),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Chapada  (Matrícula 6.469),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Chapada  (Matrícula 6.467),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Chapada  (Matrícula 6.466),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Chapada  (Matrícula 6.465),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Tabuleiro  I - A (Matrícula 5.370),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-06-30,1,Fazenda Tabuleiro I - B (Matrícula 5.371),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB A (Matrícula 5.365),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB B (Matrícula 5.366),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB VI - A (Matrícula 5.367),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB VI - B (Matrícula 5.368),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB VI - C (Matrícula 5.369),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB - II (Matrícula 5.376),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,TAB - III (Matrícula 5.377),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Gleba-V-A-5 (Matrícula 14.072),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Gleba-V-A-5 (Matrícula 14.073),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Chapada  (Matrícula 6.468),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Chapada  (Matrícula 6.469),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Chapada  (Matrícula 6.467),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Chapada  (Matrícula 6.466),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Chapada  (Matrícula 6.465),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Tabuleiro  I - A (Matrícula 5.370),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-09-30,1,Fazenda Tabuleiro I - B (Matrícula 5.371),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB A (Matrícula 5.365),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB B (Matrícula 5.366),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB VI - A (Matrícula 5.367),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB VI - B (Matrícula 5.368),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB VI - C (Matrícula 5.369),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB - II (Matrícula 5.376),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,TAB - III (Matrícula 5.377),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Gleba-V-A-5 (Matrícula 14.072),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Gleba-V-A-5 (Matrícula 14.073),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Chapada  (Matrícula 6.468),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Chapada  (Matrícula 6.469),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Chapada  (Matrícula 6.467),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Chapada  (Matrícula 6.466),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Chapada  (Matrícula 6.465),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Tabuleiro  I - A (Matrícula 5.370),Não possui características que destoem dos demais,
49.489.928/0001-70,2023-12-31,1,Fazenda Tabuleiro I - B (Matrícula 5.371),Não possui características que destoem dos demais,
49.553.783/0001-20,2023-12-31,1,,,
50.117.874/0001-00,2023-06-30,1,.,.,
50.117.874/0001-00,2023-12-29,2,Casas Bahia,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Terreno Senador,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Duets Office Tower,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Shopping Center Um,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Major Facundo,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Barão do Rio Branco,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,Pedro Pereira,Não possui caracteristicas que destoem dos demais.,
50.117.874/0001-00,2023-12-29,2,São Paulo,Não possui caracteristicas que destoem dos demais.,
50.252.286/0001-70,2023-12-31,1,CHANÉS,MATRÍCULA nº 74.339,
50.252.286/0001-70,2023-12-31,1,MARACATINS,MATRÍCULA 38.842,
50.252.286/0001-70,2023-12-31,1,BUTANTA,"matricula 256485, 256486, 256487",
50.252.286/0001-70,2023-12-31,1,SANTO AMARO,.,
50.252.286/0001-70,2023-12-31,1,SANTO AMARO,"MATRÍCULA 55.259, 162.095, 55260,162.248)",
50.252.286/0001-70,2023-12-31,1,MARACATINS,"MATRÍCULAS (74.339, 205.704, 206.497, 206.334, 126.593, 50.179, 38.842)",
50.375.550/0001-63,2023-06-30,2,CHANÉS,MATRÍCULA nº 74.339,
50.375.550/0001-63,2023-06-30,2,MARACATINS,MATRÍCULA 38.842,
50.375.550/0001-63,2023-06-30,2,BUTANTA,"matricula 256485, 256486, 256487",
50.375.550/0001-63,2023-06-30,2,SANTO AMARO,.,
50.375.550/0001-63,2023-06-30,2,SANTO AMARO,"MATRÍCULA 55.259, 162.095, 55260,162.248)",
50.375.550/0001-63,2023-06-30,2,MARACATINS,"MATRÍCULAS (74.339, 205.704, 206.497, 206.334, 126.593, 50.179, 38.842)",
50.375.550/0001-63,2023-09-29,1,CHANÉS,MATRÍCULA nº 74.339,
50.375.550/0001-63,2023-09-29,1,MARACATINS,MATRÍCULA 38.842,
50.375.550/0001-63,2023-09-29,1,BUTANTA,"matricula 256485, 256486, 256487",
50.375.550/0001-63,2023-09-29,1,SANTO AMARO,.,
50.375.550/0001-63,2023-09-29,1,SANTO AMARO,"MATRÍCULA 55.259, 162.095, 55260,162.248)",
50.375.550/0001-63,2023-09-29,1,MARACATINS,"MATRÍCULAS (74.339, 205.704, 206.497, 206.334, 126.593, 50.179, 38.842)",
50.375.550/0001-63,2023-12-31,1,Apt 41 - Edifício Palm Springs,Rua Jose de Cristo Moreira. 517 - Vila Morumbi,
50.375.550/0001-63,2023-12-31,1,Apt 31 - Edifício Ibiza,"Avenida Casa Verde, 2839",
50.375.550/0001-63,2023-12-31,1,Apt 51 - Edifício Residencial Zani,Rua Dr. Ernesto Vergara. 308 - Balneário Alvorada,
50.375.550/0001-63,2023-12-31,1,Apt 31 - Edifício Gilda Terzini D´Amélio,"Rua Coronel Rodovalho, 355",
50.375.550/0001-63,2023-12-31,1,Apt 133 - Condomínio Residencial Vida Plena Guarulhos,"Avenida benjamin Harris Hannicut, 200 - Vila Rio de Janeiro",
50.375.550/0001-63,2023-12-31,1,Apt 106 - Condomínio Equador,"Rua Almirante Ernesto de Mello Junior, 201",
50.375.550/0001-63,2023-12-31,1,Sala comercial 22 - Edifício Eldorado,"Rua Floriano Peixoto, 120",
50.375.550/0001-63,2023-12-31,1,Casa Morumbi,Rua Carlos Cyrillo Junior - Lote 11 Quadra 67,
50.375.550/0001-63,2023-12-31,1,APT 111 DUPLEX VILA GALVÃO,"Rua São Daniel, 222",
50.375.550/0001-63,2023-12-31,1,BOM JESUS,Bom Jesus,
50.375.550/0001-63,2023-12-31,1,Casa Tamboré 2,"Alameda Japão, 137",
50.375.550/0001-63,2023-12-31,1,APT Duplex de Piracicaba,"Rua D. Pedro I, 2025",
50.479.122/0001-80,2023-06-30,1,LOG RECIFE,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-06-30,1,LOG GOIANIA,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-06-30,1,LOG FORTALEZA II,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-09-30,1,LOG RECIFE,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-09-30,1,LOG GOIANIA,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-09-30,1,LOG FORTALEZA II,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-09-30,1,LOG ARACAJU,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-09-30,1,LOG LONDRINA,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-12-31,1,LOG RECIFE,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-12-31,1,LOG GOIANIA,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-12-31,1,LOG FORTALEZA II,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-12-31,1,LOG ARACAJU,Não possui caracteristicas que destoem dos demais,
50.479.122/0001-80,2023-12-31,1,LOG LONDRINA,Não possui caracteristicas que destoem dos demais,
50.492.450/0001-17,2023-06-30,1,,,
50.492.450/0001-17,2023-09-30,1,,,
50.492.450/0001-17,2023-12-31,1,,,
50.659.134/0001-97,2023-06-30,1,,,
50.659.134/0001-97,2023-09-30,1,,,
50.659.134/0001-97,2023-12-31,1,,,
50.808.042/0001-21,2023-06-30,1,,,
50.808.042/0001-21,2023-09-29,1,,,
50.808.042/0001-21,2023-12-29,1,,,
50.876.919/0001-11,2023-06-30,2,CHANÉS,MATRÍCULA nº 74.339,
50.876.919/0001-11,2023-06-30,2,MARACATINS,MATRÍCULA 38.842,
50.876.919/0001-11,2023-06-30,2,BUTANTA,"matricula 256485, 256486, 256487",
50.876.919/0001-11,2023-06-30,2,SANTO AMARO,.,
50.876.919/0001-11,2023-06-30,2,SANTO AMARO,"MATRÍCULA 55.259, 162.095, 55260,162.248)",
